1,1,25,17.714,0.429,166,4,0,0,0,67.59,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,2,26,16.714,0.429,192,4,0,0,0,67.59,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,3,43,22.857,0.429,235,4,0,0,0,67.59,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,4,0,20.571,0.286,235,4,0,0,0,67.59,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,5,35,23.429,0.286,270,5,0,1,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,6,29,26.429,0.429,299,7,0,2,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,7,38,28,0.429,337,7,0,0,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,8,30,28.714,1,367,11,0,4,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,9,56,33,1.429,423,14,0,3,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,10,61,35.571,1.571,484,15,0,1,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,11,37,40.857,1.571,521,15,0,0,0,78.7,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,12,34,40.714,1.857,555,18,0,3,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,13,52,44,1.571,607,18,0,0,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,14,58,46.857,2,665,21,0,3,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,15,49,49.571,1.714,714,23,0,2,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,16,70,51.571,1.571,784,25,0,2,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,17,10,44.286,2,794,29,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,18,51,46.286,2.143,845,30,0,1,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,19,63,50.429,1.714,908,30,0,0,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,20,88,55.571,2.143,996,33,0,3,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,21,35,52.286,2,1031,35,0,2,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,22,61,54,1.857,1092,36,0,1,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,23,84,56,2.143,1176,40,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,24,105,69.571,1.857,1281,42,0,2,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,25,70,72.286,1.857,1351,43,0,1,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,26,112,79.286,2.429,1463,47,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,27,68,76.429,3.429,1531,57,0,10,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,28,172,96,3.143,1703,57,0,0,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,29,124,105,3.429,1827,60,0,3,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,30,122,110.429,2.857,1949,60,0,0,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,31,222,127.143,3.143,2171,64,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,32,164,140.571,3.571,2335,68,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
1,33,134,143.714,3.571,2469,72,0,4,0,84.26,38928341,54.422,18.6,2.581,1803.987,597.029,9.59,0.498
